num.roi,param,y,v,p,m,p.fdr,roi,hemi,community,community.short,measure
5,incongruency,rank,1127,0.0341641017522416,0.0594082311643603,0.0683282035044831,V3_L,L,early visual cortex,early vis.,beta
5,target,r,1017,0.160462495636722,0.0105944748522643,0.335851735053604,V3_L,L,early visual cortex,early vis.,beta
5,target,rank,1009,0.175623038083087,0.0110664963908222,0.338097827325729,V3_L,L,early visual cortex,early vis.,beta
6,congruency,r,530,0.996355081318495,-0.0302836389450294,0.999785144695677,V4_L,L,early visual cortex,early vis.,beta
6,congruency,rank,522,0.996962349249648,-0.0229163010852949,0.999860659065802,V4_L,L,early visual cortex,early vis.,beta
6,distractor,r,1177,0.0138951132556299,0.0248514800763294,0.714605824575251,V4_L,L,early visual cortex,early vis.,beta
6,distractor,rank,1096,0.0560472502729423,0.0215787415680518,0.893748506833008,V4_L,L,early visual cortex,early vis.,beta
6,incongruency,r,1269,0.00189791486028519,0.0748194897556148,0.0070438077288935,V4_L,L,early visual cortex,early vis.,beta
6,incongruency,rank,1301,0.000855808849992645,0.0787930070810493,0.00354127799996957,V4_L,L,early visual cortex,early vis.,beta
6,target,r,1051,0.105797789970332,0.0175415111549595,0.277235556081115,V4_L,L,early visual cortex,early vis.,beta
6,target,rank,1045,0.114313696873162,0.0167685378750651,0.277716234554107,V4_L,L,early visual cortex,early vis.,beta
7,congruency,r,778,0.791434129505747,-0.0109889762605577,0.999785144695677,V8_L,L,ventral stream visual cortex,v vis.,beta
7,congruency,rank,807,0.723247483261132,-0.00407019225525793,0.999860659065802,V8_L,L,ventral stream visual cortex,v vis.,beta
7,distractor,r,977,0.244895964174831,0.00973793365115624,0.906455847590268,V8_L,L,ventral stream visual cortex,v vis.,beta
7,distractor,rank,1068,0.0841779899280778,0.0144875876552619,0.90370654553789,V8_L,L,ventral stream visual cortex,v vis.,beta
7,incongruency,r,1065,0.0877308140901519,0.0391361958598722,0.146218023483586,V8_L,L,ventral stream visual cortex,v vis.,beta
7,incongruency,rank,1066,0.0865343178691819,0.0384987815018937,0.146255185131012,V8_L,L,ventral stream visual cortex,v vis.,beta
7,target,r,1092,0.0595387875414679,0.0165135380456044,0.228020888456686,V8_L,L,ventral stream visual cortex,v vis.,beta
7,target,rank,1112,0.0436684008328114,0.0190197709725352,0.194081781479162,V8_L,L,ventral stream visual cortex,v vis.,beta
8,congruency,r,806,0.725768238207777,-0.00815375245988628,0.999785144695677,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,congruency,rank,832,0.656826247850228,-0.00269146879992912,0.999860659065802,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,distractor,r,1002,0.189608693432979,0.00801038213996461,0.864039615643957,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,distractor,rank,1028,0.141056096744068,0.00952232336137981,0.950475572967387,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,incongruency,r,1086,0.065092954165535,0.0532207850093309,0.113205137679191,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,incongruency,rank,1033,0.13278412395408,0.0412098465000289,0.212454598326529,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,target,r,1180,0.0131119826302288,0.0208958193620861,0.147509804590074,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,target,rank,1293,0.00104969232883222,0.0274523782498869,0.0562744835506328,4_L,L,somatosensory and motor cortex,M1 and S1,beta
9,congruency,r,789,0.766809401202673,-0.00930894824468635,0.999785144695677,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,congruency,rank,840,0.634363596435565,0.00013675522572978,0.999860659065802,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,distractor,r,964,0.276752516738868,0.00742965664324171,0.906455847590268,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,distractor,rank,976,0.247274410177587,0.00880827168881826,0.950475572967387,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,incongruency,r,1098,0.0543630998545044,0.0574546331093301,0.0983453062694552,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,incongruency,rank,1070,0.0818701543953923,0.0476945930876705,0.139024790482742,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,target,r,1359,0.000175806884334448,0.0252170305987607,0.0632904783604015,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,target,rank,1281,0.00141685134815859,0.0223584225724051,0.0562744835506328,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
10,congruency,r,810,0.715617804577551,-0.00491137339197562,0.999785144695677,FEF_L,L,premotor cortex,PM,beta
10,congruency,rank,812,0.710476137605953,0.00295969297146238,0.999860659065802,FEF_L,L,premotor cortex,PM,beta
10,distractor,r,710,0.907359650328682,-0.00679246981490385,0.967745693435353,FEF_L,L,premotor cortex,PM,beta
10,distractor,rank,753,0.841370591198801,-0.00634920726581077,0.961594646934386,FEF_L,L,premotor cortex,PM,beta
10,incongruency,r,1246,0.00325379177172101,0.0779120995413445,0.0110506135643355,FEF_L,L,premotor cortex,PM,beta
10,incongruency,rank,1247,0.00318025458214203,0.0759076352001744,0.0106008486071401,FEF_L,L,premotor cortex,PM,beta
10,target,r,965,0.274231761792223,0.00796176345071541,0.432997518619299,FEF_L,L,premotor cortex,PM,beta
10,target,rank,1113,0.042974556796838,0.018919243081865,0.193385505585771,FEF_L,L,premotor cortex,PM,beta
11,congruency,r,1038,0.12485247297324,0.0172647453624298,0.881311573928754,PEF_L,L,premotor cortex,PM,beta
11,congruency,rank,975,0.249665150964539,0.0155415977009644,0.999860659065802,PEF_L,L,premotor cortex,PM,beta
11,distractor,r,748,0.850329283608982,-0.00393283566463775,0.953640318066148,PEF_L,L,premotor cortex,PM,beta
11,distractor,rank,802,0.735736445181005,-0.000834871971022148,0.950475572967387,PEF_L,L,premotor cortex,PM,beta
11,incongruency,r,1479,3.73698547528777e-06,0.161261752490966,7.74519055243332e-05,PEF_L,L,premotor cortex,PM,beta
11,incongruency,rank,1483,3.24267044683843e-06,0.157896069499897,5.83680680430917e-05,PEF_L,L,premotor cortex,PM,beta
11,target,r,1003,0.187569823017764,0.00728413937709889,0.357275853367169,PEF_L,L,premotor cortex,PM,beta
11,target,rank,1085,0.0660565388723806,0.012898949847457,0.23780353994057,PEF_L,L,premotor cortex,PM,beta
12,congruency,r,696,0.923690477737278,-0.0222497435072399,0.999785144695677,55b_L,L,premotor cortex,PM,beta
12,congruency,rank,663,0.953465344158083,-0.0194919465979092,0.999860659065802,55b_L,L,premotor cortex,PM,beta
12,distractor,r,874,0.534585441263401,0.00370040093431967,0.923661911039383,55b_L,L,premotor cortex,PM,beta
12,distractor,rank,842,0.628671547232454,0.000210589262994529,0.950475572967387,55b_L,L,premotor cortex,PM,beta
12,incongruency,r,1352,0.000214855304322744,0.110991280296061,0.00122429512373733,55b_L,L,premotor cortex,PM,beta
12,incongruency,rank,1323,0.000479580690967021,0.102602408796989,0.00233309525335307,55b_L,L,premotor cortex,PM,beta
12,target,r,920,0.397275627264034,0.00837252789834038,0.541739491723683,55b_L,L,premotor cortex,PM,beta
12,target,rank,872,0.540581052543173,0.00503918127475859,0.648697263051808,55b_L,L,premotor cortex,PM,beta
13,congruency,r,846,0.617203770771975,-0.00135501358618117,0.999785144695677,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,congruency,rank,846,0.617203770771975,0.00518679648312165,0.999860659065802,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,distractor,r,937,0.348741360777508,0.00193907588113734,0.906455847590268,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,distractor,rank,912,0.420731936601886,-0.000420823687171947,0.950475572967387,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,incongruency,r,927,0.377048784444629,0.0156127566770846,0.493591136000242,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,incongruency,rank,922,0.391465631546204,0.0139256772674638,0.49797748182556,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,target,r,858,0.58221737669779,-0.000296209424608475,0.67241531312073,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,target,rank,864,0.564457902273162,-0.000201439327608939,0.664068120321367,V3A_L,L,dorsal stream visual cortex,d vis.,beta
14,congruency,r,851,0.602724372735966,-0.00249638124899409,0.999785144695677,RSC_L,L,posterior cingulate cortex,pCC,beta
14,congruency,rank,821,0.686815716347885,-0.00252815254677544,0.999860659065802,RSC_L,L,posterior cingulate cortex,pCC,beta
14,distractor,r,790,0.764493467164702,-0.00366478546422148,0.931522005051071,RSC_L,L,posterior cingulate cortex,pCC,beta
14,distractor,rank,768,0.812430176982236,-0.0050527003907496,0.950475572967387,RSC_L,L,posterior cingulate cortex,pCC,beta
14,incongruency,r,1274,0.00168182750222982,0.0590902606119073,0.00637324106108144,RSC_L,L,posterior cingulate cortex,pCC,beta
14,incongruency,rank,1313,0.000626002725118987,0.0607649720847329,0.00281701226303544,RSC_L,L,posterior cingulate cortex,pCC,beta
14,target,r,933,0.35997378756448,0.00786964959365646,0.508198288326324,RSC_L,L,posterior cingulate cortex,pCC,beta
14,target,rank,877,0.525577708896504,0.00339975651287586,0.634926091284367,RSC_L,L,posterior cingulate cortex,pCC,beta
15,congruency,r,598,0.984998209213228,-0.0275988154437303,0.999785144695677,POS2_L,L,posterior cingulate cortex,pCC,beta
15,congruency,rank,594,0.98610488674437,-0.0258288267845031,0.999860659065802,POS2_L,L,posterior cingulate cortex,pCC,beta
15,distractor,r,944,0.329405049703187,0.0041198323700286,0.906455847590268,POS2_L,L,posterior cingulate cortex,pCC,beta
15,distractor,rank,980,0.237835101735272,0.00843716491862545,0.950475572967387,POS2_L,L,posterior cingulate cortex,pCC,beta
15,incongruency,r,1614,1.91300170328039e-08,0.15626799087987,1.0268211003203e-06,POS2_L,L,posterior cingulate cortex,pCC,beta
15,incongruency,rank,1633,8.3988362808773e-09,0.158526888321216,7.89757698282437e-07,POS2_L,L,posterior cingulate cortex,pCC,beta
15,target,r,1155,0.0209667490651182,0.0208564931669115,0.184098284474209,POS2_L,L,posterior cingulate cortex,pCC,beta
15,target,rank,1165,0.0174438569281359,0.0198619899079159,0.146041592886719,POS2_L,L,posterior cingulate cortex,pCC,beta
16,congruency,r,810,0.715617804577551,-0.00525503832566503,0.999785144695677,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,congruency,rank,747,0.852079701033525,-0.00490423909649656,0.999860659065802,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,distractor,r,1114,0.0422896476835633,0.0243751385713336,0.773542022343085,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,distractor,rank,1113,0.042974556796838,0.0260785203169426,0.893748506833008,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,incongruency,r,1223,0.00542579619841916,0.0655724559751323,0.0157523115437976,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,incongruency,rank,1258,0.00246462694729392,0.05687508385578,0.00837043114175293,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,target,r,1278,0.00152535978322732,0.0240823579213036,0.065655873192558,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,target,rank,1232,0.0044564942258491,0.0228617862738846,0.0911193391314822,V7_L,L,dorsal stream visual cortex,d vis.,beta
17,congruency,r,498,0.99827683697651,-0.038550653982407,0.999785144695677,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,congruency,rank,503,0.998055951836356,-0.0305918801258592,0.999860659065802,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,distractor,r,1070,0.0818701543953923,0.013343913510222,0.849080233882935,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,distractor,rank,1048,0.109996619929106,0.014861688377245,0.950475572967387,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,incongruency,r,1654,3.30351773991083e-09,0.18733083757236,5.9463319318395e-07,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,incongruency,rank,1620,1.47829254434353e-08,0.186992570556797,1.06437063192734e-06,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,target,r,1214,0.00657815005658076,0.0266871029975721,0.105231207707637,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,target,rank,1204,0.00810771353619015,0.0266186063238332,0.116751074921138,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
18,congruency,r,535,0.9959222761396,-0.031121724134176,0.999785144695677,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,congruency,rank,514,0.997476926660128,-0.0312219791746593,0.999860659065802,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,distractor,r,935,0.354341736168052,0.00736699507507719,0.906455847590268,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,distractor,rank,862,0.57039403489649,0.00265614092562569,0.950475572967387,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,incongruency,r,1139,0.0278476704613347,0.0495383582050694,0.0589715374475323,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,incongruency,rank,1147,0.0242024880030573,0.0504563939434478,0.0534533477368138,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,target,r,855,0.591036973527061,-0.000899030489763661,0.67241531312073,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,target,rank,862,0.57039403489649,-0.000635072360574196,0.666694326502391,FFC_L,L,ventral stream visual cortex,v vis.,beta
19,congruency,r,750,0.846787144016862,-0.0125118596904256,0.999785144695677,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,congruency,rank,733,0.87514752702676,-0.0122799273048283,0.999860659065802,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,distractor,r,904,0.444473183139766,0.00713867674880504,0.906455847590268,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,distractor,rank,888,0.492472429862428,0.00429554550511836,0.950475572967387,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,incongruency,r,1092,0.0595387875414679,0.0486982798832985,0.106108730271923,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,incongruency,rank,1107,0.0472743212285715,0.0532155921449173,0.0881800810481127,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,target,r,924,0.385679748685254,0.00608166446225913,0.536079959562515,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,target,rank,939,0.343173752149772,0.00791142481506416,0.490248217356818,V3B_L,L,dorsal stream visual cortex,d vis.,beta
20,congruency,r,980,0.237835101735272,0.0087837457331142,0.938825359477306,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,congruency,rank,979,0.240176241045868,0.0128697892392987,0.999860659065802,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,distractor,r,946,0.32396040199562,0.00714027947439754,0.906455847590268,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,distractor,rank,876,0.528581968606331,0.00288801079776516,0.950475572967387,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,incongruency,r,802,0.735736445181005,0.00346171430083033,0.800196737961214,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,incongruency,rank,738,0.86721587604592,-0.00365951865548065,0.90755149818759,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,target,r,872,0.540581052543173,0.00489447922218318,0.644401254687226,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,target,rank,835,0.648462479691576,0.00278532859637188,0.713903647366872,LO1_L,L,MT+ complex and neighbors,MT+,beta
21,congruency,r,798,0.745516778279397,-0.00329700321355798,0.999785144695677,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,congruency,rank,777,0.793594068014644,-0.00239266938861025,0.999860659065802,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,distractor,r,806,0.725768238207777,0.00125390860551045,0.929201982148237,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,distractor,rank,904,0.444473183139766,0.00637169477732803,0.950475572967387,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,incongruency,r,975,0.249665150964539,0.0267523967839515,0.352468448420525,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,incongruency,rank,1017,0.160462495636722,0.0307304682031648,0.24374049970135,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,target,r,860,0.576314294011875,0.00391470312790094,0.671434128945874,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,target,rank,946,0.32396040199562,0.00851766557876664,0.470265099671062,LO2_L,L,MT+ complex and neighbors,MT+,beta
22,congruency,r,736,0.870429215676094,-0.0087630187498637,0.999785144695677,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,congruency,rank,792,0.759823758954132,-0.00256520438729889,0.999860659065802,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,distractor,r,903,0.447456718998214,0.00176814103096182,0.906455847590268,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,distractor,rank,873,0.537584314340718,0.00134593725613025,0.950475572967387,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,incongruency,r,794,0.755104035825169,0.00351284995731298,0.813884589512159,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,incongruency,rank,798,0.745516778279397,0.00739950066425463,0.815763040062562,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,target,r,1063,0.0901607593108994,0.0117832582841388,0.266804207053397,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,target,rank,1125,0.0353234688158706,0.0170550342827713,0.179104912305823,PIT_L,L,ventral stream visual cortex,v vis.,beta
23,congruency,r,711,0.906101100878436,-0.0153491617606917,0.999785144695677,MT_L,L,MT+ complex and neighbors,MT+,beta
23,congruency,rank,783,0.780436289099237,-0.00720269426294191,0.999860659065802,MT_L,L,MT+ complex and neighbors,MT+,beta
23,distractor,r,984,0.228596884184836,0.0030133369653263,0.906455847590268,MT_L,L,MT+ complex and neighbors,MT+,beta
23,distractor,rank,948,0.318553157757354,0.00244510273775694,0.950475572967387,MT_L,L,MT+ complex and neighbors,MT+,beta
23,incongruency,r,1153,0.0217392669467455,0.0436584530384802,0.048609540998934,MT_L,L,MT+ complex and neighbors,MT+,beta
23,incongruency,rank,1189,0.0109871820178362,0.0453565555038542,0.0288714272001535,MT_L,L,MT+ complex and neighbors,MT+,beta
23,target,r,864,0.564457902273162,0.00106982309230497,0.661905031981558,MT_L,L,MT+ complex and neighbors,MT+,beta
23,target,rank,895,0.471418031393669,0.00257558512223899,0.599683714847071,MT_L,L,MT+ complex and neighbors,MT+,beta
24,congruency,r,948,0.318553157757354,0.00191542058754059,0.988265527066403,A1_L,L,early auditory cortex,early aud.,beta
24,congruency,rank,943,0.33214109125622,0.00575931406381578,0.999860659065802,A1_L,L,early auditory cortex,early aud.,beta
24,distractor,r,946,0.32396040199562,0.00494155481740597,0.906455847590268,A1_L,L,early auditory cortex,early aud.,beta
24,distractor,rank,905,0.44149279019967,0.00197585305458709,0.950475572967387,A1_L,L,early auditory cortex,early aud.,beta
24,incongruency,r,979,0.240176241045868,0.024578487624679,0.340407270773671,A1_L,L,early auditory cortex,early aud.,beta
24,incongruency,rank,939,0.343173752149772,0.0158691552933392,0.452536816021678,A1_L,L,early auditory cortex,early aud.,beta
24,target,r,938,0.345953393269689,0.00365026053567388,0.494219133242413,A1_L,L,early auditory cortex,early aud.,beta
24,target,rank,860,0.576314294011875,0.000359093831728176,0.669268212400888,A1_L,L,early auditory cortex,early aud.,beta
25,congruency,r,940,0.340402570433983,0.0116350689834353,0.988265527066403,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,congruency,rank,887,0.495483286375623,0.0116644376859393,0.999860659065802,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,distractor,r,794,0.755104035825169,-0.0056044186642842,0.931522005051071,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,distractor,rank,810,0.715617804577551,-0.00373783455871529,0.950475572967387,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,incongruency,r,849,0.608534368453796,0.0119355119198613,0.699911733684877,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,incongruency,rank,792,0.759823758954132,0.00265433479423031,0.826394420614766,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,target,r,989,0.217337875492463,0.00986424546149991,0.387334827610331,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,target,rank,923,0.3885695998224,0.00522072269767774,0.53188234196222,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
26,congruency,r,1001,0.191661141246314,0.0130549159776709,0.932762395189309,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,congruency,rank,985,0.226319223582583,0.0152376335933701,0.999860659065802,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,distractor,r,952,0.307854722060324,0.00410133487580555,0.906455847590268,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,distractor,rank,988,0.219563710900764,0.0067886435296149,0.950475572967387,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,incongruency,r,1243,0.0034836685901387,0.0797603313597969,0.0115056944261462,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,incongruency,rank,1245,0.00332885490573285,0.0814937069817418,0.0109943831748975,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,target,r,915,0.411898008370933,0.00424040838355204,0.553295832140059,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,target,rank,985,0.226319223582583,0.00881193108574541,0.380723927522102,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
27,congruency,r,698,0.921501735217148,-0.0153407552038211,0.999785144695677,PCV_L,L,posterior cingulate cortex,pCC,beta
27,congruency,rank,634,0.971172763458511,-0.0170456235406505,0.999860659065802,PCV_L,L,posterior cingulate cortex,pCC,beta
27,distractor,r,842,0.628671547232454,0.00101180477599186,0.923661911039383,PCV_L,L,posterior cingulate cortex,pCC,beta
27,distractor,rank,841,0.631521179508861,0.000262940106611193,0.950475572967387,PCV_L,L,posterior cingulate cortex,pCC,beta
27,incongruency,r,1358,0.000180946541325999,0.0755351501264896,0.0010678812274977,PCV_L,L,posterior cingulate cortex,pCC,beta
27,incongruency,rank,1321,0.000506046160879831,0.0724285825907677,0.00242902157222319,PCV_L,L,posterior cingulate cortex,pCC,beta
27,target,r,1133,0.0308723907419448,0.0168285439971336,0.209346885570724,PCV_L,L,posterior cingulate cortex,pCC,beta
27,target,rank,1097,0.0552001018289595,0.0160980193229793,0.213677813531456,PCV_L,L,posterior cingulate cortex,pCC,beta
28,congruency,r,787,0.771403115815164,-0.00740530418843876,0.999785144695677,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,congruency,rank,837,0.642846128648221,-0.00292583480191182,0.999860659065802,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,distractor,r,1030,0.137706300548271,0.0109057764191462,0.849173142740886,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,distractor,rank,1024,0.147920298966475,0.0121009615798437,0.950475572967387,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,incongruency,r,1131,0.0319391654403984,0.0522135158338295,0.0657034260488195,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,incongruency,rank,1138,0.0283339307126965,0.0487177901420367,0.0593035759102949,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,target,r,968,0.266738206416207,0.00790352284442158,0.424892718185109,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
