num.roi,param,y,v,p,m,p.fdr,roi,hemi,community,community.short,measure
3,congruency,rank,634,0.417999847570906,0.0033970857844415,0.999933584575897,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,distractor,r,563,0.689059718764058,-0.00229228576820894,0.9879837673568,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,distractor,rank,728,0.127568717443584,0.00796002107389364,0.888665785348702,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,incongruency,r,582,0.620059605240494,-0.00208830884041878,0.739143900286681,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,incongruency,rank,634,0.417999847570906,0.00444363796614365,0.594782391800499,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,target,r,778,0.0505323303472771,0.0220029702534022,0.0748627116255957,V6_L,L,dorsal stream visual cortex,d vis.,beta
3,target,rank,782,0.046463109346826,0.0259004524022154,0.069694664020239,V6_L,L,dorsal stream visual cortex,d vis.,beta
4,congruency,r,580,0.627548759436971,-0.00379865849058398,0.971170003837767,V2_L,L,early visual cortex,early vis.,beta
4,congruency,rank,545,0.748939150136367,-0.00343964572539428,0.999933584575897,V2_L,L,early visual cortex,early vis.,beta
4,distractor,r,1033,5.14109935245699e-06,0.0454028862775079,0.00185079576688452,V2_L,L,early visual cortex,early vis.,beta
4,distractor,rank,1029,6.42748308443686e-06,0.0495733412747537,0.00144140504556134,V2_L,L,early visual cortex,early vis.,beta
4,incongruency,r,784,0.0445276387188542,0.049151417427459,0.250467967793555,V2_L,L,early visual cortex,early vis.,beta
4,incongruency,rank,780,0.0484642220819378,0.0468105700382248,0.232628265993301,V2_L,L,early visual cortex,early vis.,beta
4,target,r,895,0.00218064101309956,0.0359712382683262,0.00862671170017409,V2_L,L,early visual cortex,early vis.,beta
4,target,rank,857,0.00714304720409409,0.0319637054814096,0.0190429736790771,V2_L,L,early visual cortex,early vis.,beta
5,congruency,r,565,0.682047508409186,-0.00749372559518448,0.971170003837767,V3_L,L,early visual cortex,early vis.,beta
5,congruency,rank,551,0.729663101520684,-0.00288286012320146,0.999933584575897,V3_L,L,early visual cortex,early vis.,beta
5,distractor,r,865,0.0056439597392739,0.0219506894114774,0.338637584356434,V3_L,L,early visual cortex,early vis.,beta
5,distractor,rank,873,0.0044264120149311,0.0272536441986179,0.318701665075039,V3_L,L,early visual cortex,early vis.,beta
5,incongruency,r,801,0.0305329559343832,0.0552336561606018,0.207393662950527,V3_L,L,early visual cortex,early vis.,beta
5,incongruency,rank,768,0.0619243729231354,0.0447675863082323,0.262267932380338,V3_L,L,early visual cortex,early vis.,beta
5,target,r,883,0.00323209105441968,0.0285854324549407,0.0115203245504068,V3_L,L,early visual cortex,early vis.,beta
5,target,rank,856,0.0073527037260881,0.0297859027793563,0.0190429736790771,V3_L,L,early visual cortex,early vis.,beta
6,congruency,r,485,0.897566514236406,-0.0174555067166747,0.984569171276009,V4_L,L,early visual cortex,early vis.,beta
6,congruency,rank,480,0.906223366005507,-0.0136314195675716,0.999933584575897,V4_L,L,early visual cortex,early vis.,beta
6,distractor,r,715,0.156615328223326,0.0157874929629389,0.9879837673568,V4_L,L,early visual cortex,early vis.,beta
6,distractor,rank,748,0.090466652771072,0.0193018268348875,0.888665785348702,V4_L,L,early visual cortex,early vis.,beta
6,incongruency,r,687,0.232524250353688,0.0254768666423246,0.465048500707376,V4_L,L,early visual cortex,early vis.,beta
6,incongruency,rank,672,0.280239896780639,0.0193524190186712,0.489739625441893,V4_L,L,early visual cortex,early vis.,beta
6,target,r,759,0.0737716321777526,0.0204222114915711,0.0998413067067329,V4_L,L,early visual cortex,early vis.,beta
6,target,rank,733,0.117445003664317,0.0176763650934864,0.141405355582455,V4_L,L,early visual cortex,early vis.,beta
7,congruency,r,626,0.449018822166046,0.00555784379093883,0.971170003837767,V8_L,L,ventral stream visual cortex,v vis.,beta
7,congruency,rank,608,0.519653034166209,0.00936381385105918,0.999933584575897,V8_L,L,ventral stream visual cortex,v vis.,beta
7,distractor,r,721,0.142717154086526,0.0107502907084699,0.9879837673568,V8_L,L,ventral stream visual cortex,v vis.,beta
7,distractor,rank,660,0.321482983863339,0.00628017266725581,0.911290347959071,V8_L,L,ventral stream visual cortex,v vis.,beta
7,incongruency,r,636,0.410315138413997,0.0254695490744964,0.619259033438379,V8_L,L,ventral stream visual cortex,v vis.,beta
7,incongruency,rank,647,0.368724150675599,0.0266188700175235,0.556358699596226,V8_L,L,ventral stream visual cortex,v vis.,beta
7,target,r,920,0.000905310349144983,0.0381587514650163,0.00509237071394053,V8_L,L,ventral stream visual cortex,v vis.,beta
7,target,rank,982,6.95696230561538e-05,0.0432972039321842,0.00163937377916756,V8_L,L,ventral stream visual cortex,v vis.,beta
8,congruency,r,684,0.241697854762489,0.00670412002850736,0.971170003837767,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,congruency,rank,669,0.290312186981456,0.00788398683046674,0.999933584575897,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,distractor,r,588,0.597335905356424,-0.00232389490348112,0.9879837673568,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,distractor,rank,546,0.745776818688308,-0.00635082152194075,0.985422549238434,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,incongruency,r,516,0.831156735399464,-0.0137443393941628,0.872351092547542,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,incongruency,rank,527,0.802201915723291,-0.01018348820643,0.854416241598772,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,target,r,1082,2.42379758930156e-07,0.0674742662124776,2.90855710716187e-05,4_L,L,somatosensory and motor cortex,M1 and S1,beta
8,target,rank,1097,8.28414350451113e-08,0.0678093688840448,1.491145830812e-05,4_L,L,somatosensory and motor cortex,M1 and S1,beta
9,congruency,r,710,0.168843264600536,0.00499642045496489,0.971170003837767,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,congruency,rank,664,0.307459083537012,0.00404529931734017,0.999933584575897,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,distractor,r,418,0.974076469899448,-0.0134091774242348,0.9879837673568,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,distractor,rank,511,0.843384671776674,-0.00829963601708751,0.987230347709808,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,incongruency,r,558,0.706293788279906,-0.00747690200381172,0.792105183117651,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,incongruency,rank,598,0.558772211645136,-0.00158030036605929,0.696048429730966,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,target,r,1093,1.11121018164795e-07,0.0694284276688532,2.90855710716187e-05,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
9,target,rank,1108,3.58448648540844e-08,0.0839160923094133,1.29041513474704e-05,3b_L,L,somatosensory and motor cortex,M1 and S1,beta
10,congruency,r,693,0.214760898125936,0.00765586542978221,0.971170003837767,FEF_L,L,premotor cortex,PM,beta
10,congruency,rank,662,0.314438169939685,0.00958483813205551,0.999933584575897,FEF_L,L,premotor cortex,PM,beta
10,distractor,r,508,0.850439490309904,-0.00212166933618627,0.9879837673568,FEF_L,L,premotor cortex,PM,beta
10,distractor,rank,450,0.9473312223672,-0.00954086775405465,0.987230347709808,FEF_L,L,premotor cortex,PM,beta
10,incongruency,r,653,0.346626302261239,0.0329976277238604,0.5750482433827,FEF_L,L,premotor cortex,PM,beta
10,incongruency,rank,684,0.241697854762489,0.0316615279807684,0.468762166116386,FEF_L,L,premotor cortex,PM,beta
10,target,r,920,0.000905310349144983,0.0364779845127081,0.00509237071394053,FEF_L,L,premotor cortex,PM,beta
10,target,rank,893,0.00233135935834028,0.0369791782580324,0.0097591787093314,FEF_L,L,premotor cortex,PM,beta
11,congruency,r,530,0.793822026806753,-0.0130500410816387,0.984569171276009,PEF_L,L,premotor cortex,PM,beta
11,congruency,rank,515,0.833649259680509,-0.010939797497359,0.999933584575897,PEF_L,L,premotor cortex,PM,beta
11,distractor,r,636,0.410315138413997,0.000620611392165825,0.9879837673568,PEF_L,L,premotor cortex,PM,beta
11,distractor,rank,690,0.223544059611816,0.00365753928913451,0.894176238447266,PEF_L,L,premotor cortex,PM,beta
11,incongruency,r,836,0.0128092683949443,0.0773787818391797,0.157855256045686,PEF_L,L,premotor cortex,PM,beta
11,incongruency,rank,841,0.0111956928174717,0.079987944971641,0.132454002757137,PEF_L,L,premotor cortex,PM,beta
11,target,r,822,0.018410064651512,0.028945667925344,0.0352533152901293,PEF_L,L,premotor cortex,PM,beta
11,target,rank,857,0.00714304720409409,0.0317182457923803,0.0190429736790771,PEF_L,L,premotor cortex,PM,beta
12,congruency,r,639,0.398852062608937,0.00592434878362448,0.971170003837767,55b_L,L,premotor cortex,PM,beta
12,congruency,rank,620,0.47249624378448,0.00991073446165617,0.999933584575897,55b_L,L,premotor cortex,PM,beta
12,distractor,r,571,0.660631468368335,-0.00384652583592468,0.9879837673568,55b_L,L,premotor cortex,PM,beta
12,distractor,rank,568,0.671408590026992,-0.00337069489614966,0.985422549238434,55b_L,L,premotor cortex,PM,beta
12,incongruency,r,709,0.171359213666216,0.028935395058713,0.425443564964399,55b_L,L,premotor cortex,PM,beta
12,incongruency,rank,735,0.113556258906613,0.0361818940411882,0.361531462387729,55b_L,L,premotor cortex,PM,beta
12,target,r,1007,2.06674918779015e-05,0.0484019356227342,0.000744029707604455,55b_L,L,premotor cortex,PM,beta
12,target,rank,976,9.15719602296861e-05,0.0486529841902882,0.00164829528413435,55b_L,L,premotor cortex,PM,beta
13,congruency,r,618,0.480346965833791,-0.00128126017693012,0.971170003837767,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,congruency,rank,626,0.449018822166046,0.00296168622121414,0.999933584575897,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,distractor,r,646,0.372451240563029,0.0051680959601505,0.9879837673568,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,distractor,rank,750,0.0872426222230623,0.0118131080056548,0.888665785348702,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,incongruency,r,785,0.0435840939858583,0.0535268488123761,0.250467967793555,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,incongruency,rank,714,0.159013946388193,0.0376488228182904,0.404091779612689,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,target,r,657,0.332168798334966,0.0112523803616549,0.346610920001703,V3A_L,L,dorsal stream visual cortex,d vis.,beta
13,target,rank,689,0.226515734535107,0.0143247909634562,0.246361523965676,V3A_L,L,dorsal stream visual cortex,d vis.,beta
14,congruency,r,317,0.99865357143223,-0.0408328000642219,0.99865357143223,RSC_L,L,posterior cingulate cortex,pCC,beta
14,congruency,rank,243,0.999933584575897,-0.0452094249308782,0.999933584575897,RSC_L,L,posterior cingulate cortex,pCC,beta
14,distractor,r,641,0.391256687365727,0.00390887360830963,0.9879837673568,RSC_L,L,posterior cingulate cortex,pCC,beta
14,distractor,rank,624,0.456829205908743,0.00244580803022489,0.985422549238434,RSC_L,L,posterior cingulate cortex,pCC,beta
14,incongruency,r,926,0.00072403292231904,0.0934509786748526,0.0372359788621221,RSC_L,L,posterior cingulate cortex,pCC,beta
14,incongruency,rank,937,0.000474418237322638,0.0925011736695612,0.0274270959757571,RSC_L,L,posterior cingulate cortex,pCC,beta
14,target,r,734,0.115489217151636,0.0149223874786957,0.141415367940778,RSC_L,L,posterior cingulate cortex,pCC,beta
14,target,rank,789,0.0399671962959172,0.0170256179608516,0.0631060994146061,RSC_L,L,posterior cingulate cortex,pCC,beta
15,congruency,r,615,0.492136161780623,-0.000158101759955,0.971170003837767,POS2_L,L,posterior cingulate cortex,pCC,beta
15,congruency,rank,587,0.601147937391064,-0.00109530373379677,0.999933584575897,POS2_L,L,posterior cingulate cortex,pCC,beta
15,distractor,r,667,0.297118151962007,0.00832596453473079,0.9879837673568,POS2_L,L,posterior cingulate cortex,pCC,beta
15,distractor,rank,719,0.147255908426969,0.0122811863786649,0.888665785348702,POS2_L,L,posterior cingulate cortex,pCC,beta
15,incongruency,r,634,0.417999847570906,0.0136552733283323,0.619259033438379,POS2_L,L,posterior cingulate cortex,pCC,beta
15,incongruency,rank,641,0.391256687365727,0.0201429484229402,0.572570761998625,POS2_L,L,posterior cingulate cortex,pCC,beta
15,target,r,937,0.000474418237322638,0.0420826067154699,0.00397187361479418,POS2_L,L,posterior cingulate cortex,pCC,beta
15,target,rank,970,0.000119805714378529,0.0468587764632398,0.00187521987722915,POS2_L,L,posterior cingulate cortex,pCC,beta
16,congruency,r,510,0.845759784767425,-0.0142090867509936,0.984569171276009,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,congruency,rank,524,0.810376375202109,-0.00830407894315606,0.999933584575897,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,distractor,r,786,0.0426564486753929,0.0228581940492377,0.946696632678628,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,distractor,rank,796,0.0342167093929593,0.0230004675032571,0.888665785348702,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,incongruency,r,704,0.184289112019297,0.02904907432611,0.428026324689979,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,incongruency,rank,698,0.20056866495605,0.0244082929758428,0.434968189061313,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,target,r,862,0.00617051471254904,0.0288131983419884,0.0162144912154573,V7_L,L,dorsal stream visual cortex,d vis.,beta
16,target,rank,880,0.00355634939403693,0.0320412566964877,0.0123104402101278,V7_L,L,dorsal stream visual cortex,d vis.,beta
17,congruency,r,577,0.638693461083193,-0.00535271035332482,0.971170003837767,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,congruency,rank,558,0.706293788279906,-0.00620729800180264,0.999933584575897,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,distractor,r,701,0.192325488013255,0.0119600701186417,0.9879837673568,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,distractor,rank,693,0.214760898125936,0.0108491114928952,0.888665785348702,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,incongruency,r,927,0.000697227393576583,0.0956469328942871,0.0372359788621221,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,incongruency,rank,900,0.00184101604037146,0.0879418622001001,0.0509819826564404,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,target,r,680,0.254223181311692,0.00802936905579073,0.275663690578944,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
17,target,rank,687,0.232524250353688,0.00780383493565205,0.251377567949933,IPS1_L,L,dorsal stream visual cortex,d vis.,beta
18,congruency,r,628,0.441227788354864,0.000163654430181142,0.971170003837767,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,congruency,rank,616,0.488205180220348,0.00729513572094073,0.999933584575897,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,distractor,r,639,0.398852062608937,0.00628561997984366,0.9879837673568,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,distractor,rank,579,0.631275849324402,0.0014235689279173,0.985422549238434,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,incongruency,r,640,0.395049480430568,0.0187153751800896,0.618908373013867,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,incongruency,rank,671,0.283578805028114,0.0260673491555598,0.490809470240966,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,target,r,870,0.00485299181712584,0.02841016514923,0.0140893310819783,FFC_L,L,ventral stream visual cortex,v vis.,beta
18,target,rank,872,0.00456480775675416,0.0295607909519875,0.01392653213925,FFC_L,L,ventral stream visual cortex,v vis.,beta
19,congruency,r,681,0.251060849863633,0.00673688952717356,0.971170003837767,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,congruency,rank,653,0.346626302261239,0.0105308015824906,0.999933584575897,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,distractor,r,722,0.140482966040366,0.0129561364204658,0.9879837673568,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,distractor,rank,772,0.0571520022522751,0.0189399618605517,0.888665785348702,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,incongruency,r,603,0.539259264083746,0.00695141722392333,0.698321349173197,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,incongruency,rank,620,0.47249624378448,0.0105142125820899,0.625362675597106,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,target,r,897,0.00203863484552613,0.0316588249042665,0.00833986982260691,V3B_L,L,dorsal stream visual cortex,d vis.,beta
19,target,rank,933,0.000554355918046312,0.0351228368776738,0.00383784866339755,V3B_L,L,dorsal stream visual cortex,d vis.,beta
20,congruency,r,525,0.807674511986745,-0.00807509780417299,0.984569171276009,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,congruency,rank,463,0.931688053997011,-0.013106976293641,0.999933584575897,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,distractor,r,548,0.73939119240975,-0.00308454614283844,0.9879837673568,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,distractor,rank,629,0.437340440718829,0.0028320658798102,0.985422549238434,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,incongruency,r,625,0.452921778597576,0.0173802960689345,0.644473677055839,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,incongruency,rank,638,0.402664094643576,0.0172091584050443,0.584512395450353,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,target,r,752,0.0841035889788113,0.0157888929595067,0.109700333450623,LO1_L,L,MT+ complex and neighbors,MT+,beta
20,target,rank,790,0.0391014344864367,0.0180974955375328,0.0622854708633504,LO1_L,L,MT+ complex and neighbors,MT+,beta
21,congruency,r,486,0.89576883933333,-0.0139894208231894,0.984569171276009,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,congruency,rank,435,0.96174928601687,-0.0161041644066973,0.999933584575897,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,distractor,r,705,0.181656585230378,0.011667697767187,0.9879837673568,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,distractor,rank,705,0.181656585230378,0.012255453512091,0.888665785348702,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,incongruency,r,723,0.138272206964885,0.0362786468174546,0.408016348420972,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,incongruency,rank,733,0.117445003664317,0.0391159572570046,0.364484494130639,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,target,r,824,0.0175025845120551,0.0227119529300499,0.0338759700233325,LO2_L,L,MT+ complex and neighbors,MT+,beta
21,target,rank,844,0.010313308159061,0.024237972046843,0.0232049433578871,LO2_L,L,MT+ complex and neighbors,MT+,beta
22,congruency,r,531,0.790983481519529,-0.0142751651971953,0.984569171276009,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,congruency,rank,516,0.831156735399464,-0.0124528125586401,0.999933584575897,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,distractor,r,643,0.383701812137625,0.00280359286712056,0.9879837673568,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,distractor,rank,654,0.342990307072263,0.000901456849080003,0.949819311892421,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,incongruency,r,575,0.646060229101702,-0.00569929569239795,0.758088107224312,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,incongruency,rank,510,0.845759784767425,-0.0190716071773233,0.882531949322531,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,target,r,708,0.173898557453278,0.0175030991551381,0.200011120393546,PIT_L,L,ventral stream visual cortex,v vis.,beta
22,target,rank,736,0.111646054363535,0.0218926224761607,0.136246032443635,PIT_L,L,ventral stream visual cortex,v vis.,beta
23,congruency,r,486,0.89576883933333,-0.015872835376364,0.984569171276009,MT_L,L,MT+ complex and neighbors,MT+,beta
23,congruency,rank,469,0.923378748921762,-0.0163857053859812,0.999933584575897,MT_L,L,MT+ complex and neighbors,MT+,beta
23,distractor,r,565,0.682047508409186,-0.000815545623038937,0.9879837673568,MT_L,L,MT+ complex and neighbors,MT+,beta
23,distractor,rank,534,0.782333479901922,-0.0037916346402292,0.985422549238434,MT_L,L,MT+ complex and neighbors,MT+,beta
23,incongruency,r,743,0.0989047429701788,0.0374252390061262,0.362368964850057,MT_L,L,MT+ complex and neighbors,MT+,beta
23,incongruency,rank,718,0.149560509690096,0.0324374014455635,0.401804354391302,MT_L,L,MT+ complex and neighbors,MT+,beta
23,target,r,684,0.241697854762489,0.0129046200589332,0.263670387013624,MT_L,L,MT+ complex and neighbors,MT+,beta
23,target,rank,698,0.20056866495605,0.012653469707402,0.222854072173389,MT_L,L,MT+ complex and neighbors,MT+,beta
24,congruency,r,506,0.855025204997212,-0.0116942540342789,0.984569171276009,A1_L,L,early auditory cortex,early aud.,beta
24,congruency,rank,423,0.970847264202936,-0.0200636423421899,0.999933584575897,A1_L,L,early auditory cortex,early aud.,beta
24,distractor,r,469,0.923378748921762,-0.0132788187780536,0.9879837673568,A1_L,L,early auditory cortex,early aud.,beta
24,distractor,rank,486,0.89576883933333,-0.0133919983635351,0.987230347709808,A1_L,L,early auditory cortex,early aud.,beta
24,incongruency,r,698,0.20056866495605,0.0329818070678875,0.432363589126814,A1_L,L,early auditory cortex,early aud.,beta
24,incongruency,rank,682,0.247919073122882,0.0325191679527383,0.469741401706512,A1_L,L,early auditory cortex,early aud.,beta
24,target,r,869,0.00500295097881143,0.0291851045253766,0.0144084988189769,A1_L,L,early auditory cortex,early aud.,beta
24,target,rank,788,0.0408481713906301,0.0219291695473385,0.064215465941602,A1_L,L,early auditory cortex,early aud.,beta
25,congruency,r,703,0.186944811520577,0.0227655962614916,0.971170003837767,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,congruency,rank,657,0.332168798334966,0.0210726157594316,0.999933584575897,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,distractor,r,673,0.276919801887591,0.00761577098671073,0.9879837673568,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,distractor,rank,717,0.151888609766685,0.0126825877169662,0.888665785348702,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,incongruency,r,730,0.123450024682416,0.0431542990948105,0.379657203458341,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,incongruency,rank,727,0.129662835913576,0.0399619571239937,0.379500983161687,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,target,r,746,0.0937766339944926,0.0195305648243459,0.119291831229743,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
25,target,rank,792,0.0374148627329376,0.0225611626701486,0.0601310293922212,PSL_L,L,tempo-parieto-occipital junction,TPOJ,beta
26,congruency,r,468,0.924813658384112,-0.0181077763812929,0.984569171276009,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,congruency,rank,411,0.978098795455546,-0.0228354827325684,0.999933584575897,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,distractor,r,646,0.372451240563029,0.00656475113794976,0.9879837673568,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,distractor,rank,718,0.149560509690096,0.0129609100472461,0.888665785348702,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,incongruency,r,893,0.00233135935834028,0.0739183300171592,0.0559526246001667,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,incongruency,rank,867,0.00531504105498471,0.0658981923075729,0.0956707389897247,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,target,r,900,0.00184101604037146,0.0376254553626257,0.00806784031672023,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
26,target,rank,878,0.00378810221354442,0.0357281059243916,0.0125111632740917,SFL_L,L,dorsolateral prefrontal cortex,dlPFC,beta
27,congruency,r,577,0.638693461083193,-0.00855465870241097,0.971170003837767,PCV_L,L,posterior cingulate cortex,pCC,beta
27,congruency,rank,571,0.660631468368335,-0.0035902033892007,0.999933584575897,PCV_L,L,posterior cingulate cortex,pCC,beta
27,distractor,r,506,0.855025204997212,-0.011890456710681,0.9879837673568,PCV_L,L,posterior cingulate cortex,pCC,beta
27,distractor,rank,474,0.915896411021189,-0.0147215823816214,0.987230347709808,PCV_L,L,posterior cingulate cortex,pCC,beta
27,incongruency,r,814,0.0224420186141146,0.0606673206569368,0.189320690370206,PCV_L,L,posterior cingulate cortex,pCC,beta
27,incongruency,rank,812,0.023556800369466,0.0570828487190547,0.173070370061382,PCV_L,L,posterior cingulate cortex,pCC,beta
27,target,r,743,0.0989047429701788,0.016320387055012,0.124061698499179,PCV_L,L,posterior cingulate cortex,pCC,beta
27,target,rank,779,0.0494898175502474,0.0205672180402805,0.0724241232442645,PCV_L,L,posterior cingulate cortex,pCC,beta
28,congruency,r,592,0.582000152429094,-0.0041008271145795,0.971170003837767,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,congruency,rank,665,0.303994830582933,0.00906711944766637,0.999933584575897,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,distractor,r,650,0.357616644653076,0.00162206634845237,0.9879837673568,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,distractor,rank,622,0.464655999297367,0.00092681918329496,0.985422549238434,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,incongruency,r,651,0.353939770898299,0.0164629039730794,0.581818801476655,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,incongruency,rank,671,0.283578805028114,0.0202941042674122,0.490809470240966,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,target,r,880,0.00355634939403693,0.0240912370710919,0.0116389616532118,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
28,target,rank,876,0.00403301363050446,0.0241355686594294,0.0130800442070415,STV_L,L,tempo-parieto-occipital junction,TPOJ,beta
