roi,subj,n.silent
dmfc.alt_L,393550,
dmfc.alt_R,393550,
dpm_L,393550,
dpm_R,393550,
evis,393550,
fpc_L,393550,
fpc_R,393550,
ifc_L,393550,
ifc_R,393550,
ins_L,393550,
ins_R,393550,
lppc_L,393550,
lppc_R,393550,
ofc_L,393550,
ofc_R,393550,
smmouth,393550,
V1,393550,
vpm_L,393550,
vpm_R,393550,
vvis_L,393550,
vvis_R,393550,
vwfa,393550,0
aud,448347,
dlpfc_L,448347,
dlpfc_R,448347,
dlpfc.alt_L,448347,
dlpfc.alt_R,448347,
dmfc_L,448347,
dmfc_R,448347,
dmfc.alt_L,448347,
dmfc.alt_R,448347,
dpm_L,448347,
dpm_R,448347,
evis,448347,
fpc_L,448347,
fpc_R,448347,
ifc_L,448347,
ifc_R,448347,
ins_L,448347,
ins_R,448347,
lppc_L,448347,
lppc_R,448347,
ofc_L,448347,
ofc_R,448347,
smmouth,448347,
V1,448347,
vpm_L,448347,
vpm_R,448347,
vvis_L,448347,
vvis_R,448347,
vwfa,448347,0
aud,580650,
dlpfc_L,580650,
dlpfc_R,580650,
dlpfc.alt_L,580650,
dlpfc.alt_R,580650,
dmfc_L,580650,
dmfc_R,580650,
dmfc.alt_L,580650,
dmfc.alt_R,580650,
dpm_L,580650,
dpm_R,580650,
evis,580650,
fpc_L,580650,
fpc_R,580650,
ifc_L,580650,
ifc_R,580650,
ins_L,580650,
ins_R,580650,
lppc_L,580650,
lppc_R,580650,
ofc_L,580650,
ofc_R,580650,
smmouth,580650,
V1,580650,
vpm_L,580650,
vpm_R,580650,
vvis_L,580650,
vvis_R,580650,
vwfa,580650,0
aud,594156,
dlpfc_L,594156,
dlpfc_R,594156,
dlpfc.alt_L,594156,
dlpfc.alt_R,594156,
dmfc_L,594156,
dmfc_R,594156,
dmfc.alt_L,594156,
dmfc.alt_R,594156,
dpm_L,594156,
dpm_R,594156,
evis,594156,
fpc_L,594156,
fpc_R,594156,
ifc_L,594156,
ifc_R,594156,
ins_L,594156,
ins_R,594156,
lppc_L,594156,
lppc_R,594156,
ofc_L,594156,
ofc_R,594156,
smmouth,594156,
V1,594156,
vpm_L,594156,
vpm_R,594156,
vvis_L,594156,
vvis_R,594156,
vwfa,594156,0
aud,601127,
dlpfc_L,601127,
dlpfc_R,601127,
dlpfc.alt_L,601127,
dlpfc.alt_R,601127,
dmfc_L,601127,
dmfc_R,601127,
dmfc.alt_L,601127,
dmfc.alt_R,601127,
dpm_L,601127,
dpm_R,601127,
evis,601127,
fpc_L,601127,
fpc_R,601127,
ifc_L,601127,
ifc_R,601127,
ins_L,601127,
ins_R,601127,
lppc_L,601127,
lppc_R,601127,
ofc_L,601127,
ofc_R,601127,
smmouth,601127,
V1,601127,
vpm_L,601127,
vpm_R,601127,
vvis_L,601127,
vvis_R,601127,
vwfa,601127,0
aud,765864,
dlpfc_L,765864,
dlpfc_R,765864,
dlpfc.alt_L,765864,
dlpfc.alt_R,765864,
dmfc_L,765864,
dmfc_R,765864,
dmfc.alt_L,765864,
dmfc.alt_R,765864,
dpm_L,765864,
dpm_R,765864,
evis,765864,
fpc_L,765864,
fpc_R,765864,
ifc_L,765864,
ifc_R,765864,
ins_L,765864,
ins_R,765864,
lppc_L,765864,
lppc_R,765864,
ofc_L,765864,
ofc_R,765864,
smmouth,765864,
V1,765864,
vpm_L,765864,
vpm_R,765864,
vvis_L,765864,
vvis_R,765864,
vwfa,765864,0
aud,814649,
dlpfc_L,814649,
dlpfc_R,814649,
dlpfc.alt_L,814649,
dlpfc.alt_R,814649,
dmfc_L,814649,
dmfc_R,814649,
dmfc.alt_L,814649,
dmfc.alt_R,814649,
dpm_L,814649,
dpm_R,814649,
evis,814649,
fpc_L,814649,
fpc_R,814649,
ifc_L,814649,
ifc_R,814649,
ins_L,814649,
ins_R,814649,
lppc_L,814649,
lppc_R,814649,
ofc_L,814649,
ofc_R,814649,
smmouth,814649,
V1,814649,
vpm_L,814649,
vpm_R,814649,
vvis_L,814649,
vvis_R,814649,
vwfa,814649,0
aud,843151,
dlpfc_L,843151,
dlpfc_R,843151,
dlpfc.alt_L,843151,
dlpfc.alt_R,843151,
dmfc_L,843151,
dmfc_R,843151,
dmfc.alt_L,843151,
dmfc.alt_R,843151,
dpm_L,843151,
dpm_R,843151,
evis,843151,
fpc_L,843151,
fpc_R,843151,
ifc_L,843151,
ifc_R,843151,
ins_L,843151,
ins_R,843151,
lppc_L,843151,
lppc_R,843151,
ofc_L,843151,
ofc_R,843151,
smmouth,843151,
V1,843151,
vpm_L,843151,
vpm_R,843151,
vvis_L,843151,
vvis_R,843151,
vwfa,843151,0
aud,849971,
dlpfc_L,849971,
dlpfc_R,849971,
dlpfc.alt_L,849971,
dlpfc.alt_R,849971,
dmfc_L,849971,
dmfc_R,849971,
dmfc.alt_L,849971,
dmfc.alt_R,849971,
dpm_L,849971,
dpm_R,849971,
evis,849971,
fpc_L,849971,
fpc_R,849971,
ifc_L,849971,
ifc_R,849971,
ins_L,849971,
ins_R,849971,
lppc_L,849971,
lppc_R,849971,
ofc_L,849971,
ofc_R,849971,
smmouth,849971,
V1,849971,
vpm_L,849971,
vpm_R,849971,
vvis_L,849971,
vvis_R,849971,
vwfa,849971,0
aud,873968,
dlpfc_L,873968,
dlpfc_R,873968,
dlpfc.alt_L,873968,
dlpfc.alt_R,873968,
dmfc_L,873968,
dmfc_R,873968,
dmfc.alt_L,873968,
dmfc.alt_R,873968,
dpm_L,873968,
dpm_R,873968,
evis,873968,
fpc_L,873968,
fpc_R,873968,
ifc_L,873968,
ifc_R,873968,
ins_L,873968,
ins_R,873968,
lppc_L,873968,
lppc_R,873968,
ofc_L,873968,
ofc_R,873968,
smmouth,873968,
V1,873968,
vpm_L,873968,
vpm_R,873968,
vvis_L,873968,
vvis_R,873968,
vwfa,873968,0
aud,877168,
dlpfc_L,877168,
dlpfc_R,877168,
dlpfc.alt_L,877168,
dlpfc.alt_R,877168,
dmfc_L,877168,
dmfc_R,877168,
dmfc.alt_L,877168,
dmfc.alt_R,877168,
dpm_L,877168,
dpm_R,877168,
evis,877168,
fpc_L,877168,
fpc_R,877168,
ifc_L,877168,
ifc_R,877168,
ins_L,877168,
ins_R,877168,
lppc_L,877168,
lppc_R,877168,
ofc_L,877168,
ofc_R,877168,
smmouth,877168,
V1,877168,
vpm_L,877168,
vpm_R,877168,
vvis_L,877168,
vvis_R,877168,
vwfa,877168,0
aud,DMCC1328342,
dlpfc_L,DMCC1328342,
dlpfc_R,DMCC1328342,
dlpfc.alt_L,DMCC1328342,
dlpfc.alt_R,DMCC1328342,
dmfc_L,DMCC1328342,
dmfc_R,DMCC1328342,
dmfc.alt_L,DMCC1328342,
dmfc.alt_R,DMCC1328342,
dpm_L,DMCC1328342,
dpm_R,DMCC1328342,
evis,DMCC1328342,
fpc_L,DMCC1328342,
fpc_R,DMCC1328342,
ifc_L,DMCC1328342,
ifc_R,DMCC1328342,
ins_L,DMCC1328342,
ins_R,DMCC1328342,
lppc_L,DMCC1328342,
lppc_R,DMCC1328342,
ofc_L,DMCC1328342,
ofc_R,DMCC1328342,
smmouth,DMCC1328342,
V1,DMCC1328342,
vpm_L,DMCC1328342,
vpm_R,DMCC1328342,
vvis_L,DMCC1328342,
vvis_R,DMCC1328342,
vwfa,DMCC1328342,0
aud,DMCC1596165,
dlpfc_L,DMCC1596165,
dlpfc_R,DMCC1596165,
dlpfc.alt_L,DMCC1596165,
dlpfc.alt_R,DMCC1596165,
dmfc_L,DMCC1596165,
dmfc_R,DMCC1596165,
dmfc.alt_L,DMCC1596165,
dmfc.alt_R,DMCC1596165,
dpm_L,DMCC1596165,
dpm_R,DMCC1596165,
evis,DMCC1596165,
fpc_L,DMCC1596165,
fpc_R,DMCC1596165,
ifc_L,DMCC1596165,
ifc_R,DMCC1596165,
ins_L,DMCC1596165,
ins_R,DMCC1596165,
lppc_L,DMCC1596165,
lppc_R,DMCC1596165,
ofc_L,DMCC1596165,
ofc_R,DMCC1596165,
smmouth,DMCC1596165,
V1,DMCC1596165,
vpm_L,DMCC1596165,
vpm_R,DMCC1596165,
vvis_L,DMCC1596165,
vvis_R,DMCC1596165,
vwfa,DMCC1596165,0
aud,DMCC1971064,
dlpfc_L,DMCC1971064,
dlpfc_R,DMCC1971064,
dlpfc.alt_L,DMCC1971064,
dlpfc.alt_R,DMCC1971064,
dmfc_L,DMCC1971064,
dmfc_R,DMCC1971064,
dmfc.alt_L,DMCC1971064,
dmfc.alt_R,DMCC1971064,
dpm_L,DMCC1971064,
dpm_R,DMCC1971064,
evis,DMCC1971064,
fpc_L,DMCC1971064,
fpc_R,DMCC1971064,
ifc_L,DMCC1971064,
ifc_R,DMCC1971064,
ins_L,DMCC1971064,
ins_R,DMCC1971064,
lppc_L,DMCC1971064,
lppc_R,DMCC1971064,
ofc_L,DMCC1971064,
ofc_R,DMCC1971064,
smmouth,DMCC1971064,
V1,DMCC1971064,
vpm_L,DMCC1971064,
vpm_R,DMCC1971064,
vvis_L,DMCC1971064,
vvis_R,DMCC1971064,
vwfa,DMCC1971064,0
aud,DMCC2442951,
dlpfc_L,DMCC2442951,
dlpfc_R,DMCC2442951,
dlpfc.alt_L,DMCC2442951,
dlpfc.alt_R,DMCC2442951,
dmfc_L,DMCC2442951,
dmfc_R,DMCC2442951,
dmfc.alt_L,DMCC2442951,
dmfc.alt_R,DMCC2442951,
dpm_L,DMCC2442951,
dpm_R,DMCC2442951,
evis,DMCC2442951,
fpc_L,DMCC2442951,
fpc_R,DMCC2442951,
ifc_L,DMCC2442951,
ifc_R,DMCC2442951,
ins_L,DMCC2442951,
ins_R,DMCC2442951,
lppc_L,DMCC2442951,
lppc_R,DMCC2442951,
ofc_L,DMCC2442951,
ofc_R,DMCC2442951,
smmouth,DMCC2442951,
V1,DMCC2442951,
vpm_L,DMCC2442951,
vpm_R,DMCC2442951,
vvis_L,DMCC2442951,
vvis_R,DMCC2442951,
vwfa,DMCC2442951,0
aud,DMCC2803654,
dlpfc_L,DMCC2803654,
dlpfc_R,DMCC2803654,
dlpfc.alt_L,DMCC2803654,
dlpfc.alt_R,DMCC2803654,
dmfc_L,DMCC2803654,
dmfc_R,DMCC2803654,
dmfc.alt_L,DMCC2803654,
dmfc.alt_R,DMCC2803654,
dpm_L,DMCC2803654,
dpm_R,DMCC2803654,
evis,DMCC2803654,
fpc_L,DMCC2803654,
fpc_R,DMCC2803654,
ifc_L,DMCC2803654,
ifc_R,DMCC2803654,
ins_L,DMCC2803654,
ins_R,DMCC2803654,
lppc_L,DMCC2803654,
lppc_R,DMCC2803654,
ofc_L,DMCC2803654,
ofc_R,DMCC2803654,
smmouth,DMCC2803654,
V1,DMCC2803654,
vpm_L,DMCC2803654,
vpm_R,DMCC2803654,
vvis_L,DMCC2803654,
vvis_R,DMCC2803654,
vwfa,DMCC2803654,0
aud,DMCC2834766,
dlpfc_L,DMCC2834766,
dlpfc_R,DMCC2834766,
dlpfc.alt_L,DMCC2834766,
dlpfc.alt_R,DMCC2834766,
dmfc_L,DMCC2834766,
dmfc_R,DMCC2834766,
dmfc.alt_L,DMCC2834766,
dmfc.alt_R,DMCC2834766,
dpm_L,DMCC2834766,
dpm_R,DMCC2834766,
evis,DMCC2834766,
fpc_L,DMCC2834766,
fpc_R,DMCC2834766,
ifc_L,DMCC2834766,
ifc_R,DMCC2834766,
ins_L,DMCC2834766,
ins_R,DMCC2834766,
lppc_L,DMCC2834766,
lppc_R,DMCC2834766,
ofc_L,DMCC2834766,
ofc_R,DMCC2834766,
smmouth,DMCC2834766,
V1,DMCC2834766,
vpm_L,DMCC2834766,
vpm_R,DMCC2834766,
vvis_L,DMCC2834766,
vvis_R,DMCC2834766,
vwfa,DMCC2834766,0
aud,DMCC3062542,
dlpfc_L,DMCC3062542,
dlpfc_R,DMCC3062542,
dlpfc.alt_L,DMCC3062542,
dlpfc.alt_R,DMCC3062542,
dmfc_L,DMCC3062542,
dmfc_R,DMCC3062542,
